"Fri, 27 Oct 2017 00:23:23",34
"Fri, 27 Oct 2017 00:23:54",37
"Sat, 28 Oct 2017 18:36:13",149
"Sat, 28 Oct 2017 18:36:43",42
"Sat, 28 Oct 2017 18:37:22",149
"Sat, 28 Oct 2017 18:37:24",42
"Sat, 28 Oct 2017 18:37:27",42
"Sat, 28 Oct 2017 18:37:29",42
"Sat, 28 Oct 2017 18:37:32",42
"Sat, 28 Oct 2017 18:37:34",42
"Sat, 28 Oct 2017 18:37:37",42
"Sat, 28 Oct 2017 18:37:40",149
"Sat, 28 Oct 2017 18:37:42",43
"Sat, 28 Oct 2017 18:37:45",42
"Sat, 28 Oct 2017 18:37:50",42
"Sat, 28 Oct 2017 18:37:52",43
"Sat, 28 Oct 2017 18:37:57",41
"Sat, 28 Oct 2017 18:38:05",149
"Sat, 28 Oct 2017 18:45:15",149
"Sat, 28 Oct 2017 18:45:17",41
"Sat, 28 Oct 2017 18:45:20",42
"Sat, 28 Oct 2017 18:45:22",42
"Sat, 28 Oct 2017 18:45:25",43
"Sat, 28 Oct 2017 18:45:27",43
"Sat, 28 Oct 2017 18:45:30",42
"Sat, 28 Oct 2017 18:45:32",44
"Sat, 28 Oct 2017 18:45:35",45
"Sat, 28 Oct 2017 18:45:37",46
"Sat, 28 Oct 2017 18:45:40",45
"Sat, 28 Oct 2017 18:45:42",44
"Sat, 28 Oct 2017 18:45:45",44
"Sat, 28 Oct 2017 18:45:47",43
"Sat, 28 Oct 2017 18:45:50",41
"Sat, 28 Oct 2017 18:45:53",39
"Sat, 28 Oct 2017 18:45:58",38
"Sat, 28 Oct 2017 18:46:00",36
"Sat, 28 Oct 2017 18:46:05",34
"Sat, 28 Oct 2017 18:46:08",32
"Sat, 28 Oct 2017 18:46:10",33
"Sat, 28 Oct 2017 18:46:15",31
"Sat, 28 Oct 2017 18:46:18",30
"Sat, 28 Oct 2017 18:46:26",31
"Sat, 28 Oct 2017 18:46:28",30
"Sat, 28 Oct 2017 18:47:13",30
"Sat, 28 Oct 2017 18:47:33",24
"Sat, 28 Oct 2017 18:47:54",16
"Sat, 28 Oct 2017 18:48:14",12
"Sat, 28 Oct 2017 18:48:35",134
"Sat, 28 Oct 2017 18:48:56",24
"Sat, 28 Oct 2017 18:49:16",135
"Sat, 28 Oct 2017 18:49:37",138
"Sat, 28 Oct 2017 18:49:57",26
"Sat, 28 Oct 2017 18:50:18",16
"Sat, 28 Oct 2017 18:50:38",17
"Sat, 28 Oct 2017 18:51:14",18
"Sat, 28 Oct 2017 18:51:55",18
"Sat, 28 Oct 2017 18:52:18",19
"Sat, 28 Oct 2017 18:52:38",18
"Sat, 28 Oct 2017 18:53:14",15
"Sat, 28 Oct 2017 18:53:37",31
"Sat, 28 Oct 2017 18:53:58",30
"Sat, 28 Oct 2017 18:54:18",30
"Sat, 28 Oct 2017 18:54:39",31
"Sat, 28 Oct 2017 18:54:59",29
"Sat, 28 Oct 2017 18:55:20",30
"Sat, 28 Oct 2017 18:55:43",30
"Sat, 28 Oct 2017 18:56:06",30
"Sat, 28 Oct 2017 18:56:32",30
"Sat, 28 Oct 2017 18:56:52",31
"Sat, 28 Oct 2017 18:57:13",30
"Sat, 28 Oct 2017 18:57:41",30
"Sat, 28 Oct 2017 18:58:02",30
"Sat, 28 Oct 2017 18:58:22",31
"Sat, 28 Oct 2017 18:58:45",31
"Sat, 28 Oct 2017 18:59:16",31
"Sat, 28 Oct 2017 18:59:36",31
"Sat, 28 Oct 2017 18:59:57",31
